 (VTI) , , ,  
Holding details,2024-01-31
 
Stocks holdings 
 ,SEDOL,Ticker,Holdings name,Shares,Market value*,% of fund*,Sector,Market,Security depository receipt type
,"BYQDT70","BNED","Barnes & Noble Education Inc.",1154766,$989403.51,0.0000668726,"Other Specialty Retail","US",---
,"BKV29H4","BSBK","Bogota Financial Corp.",122885,$989224.25,0.0000668604,"Regional Banks","US",---
,"BFZZJ96","MESA","Mesa Air Group Inc.",1084447,$988365,0.0000668024,"Passenger Airlines","US",---
,"2185154","CPSH","CPS Technologies Corp.",412694,$986338.66,0.0000666654,"Electronic Components","US",---
,"BKVD041","TSP","TuSimple Holdings Inc. Class A",4277881,$985623.78,0.0000666171,"Cargo Ground Transportation","US",---
,"2160991","CVV","CVD Equipment Corp.",198073,$984422.81,0.0000665359,"Semiconductor Materials & Equipment","US",---
,"B83YYY6","ICAD","iCAD Inc.",726680,$981018,0.0000663058,"Health Care Technology","US",---
,"BMHR7T5","RPHM","Reneo Pharmaceuticals Inc.",596113,$977625.32,0.0000660765,"Biotechnology","US",---
,"BP7L561","TKNO","Alpha Teknova Inc.",303047,$972780.87,0.0000657491,"Life Sciences Tools & Services","US",---
,"BLHMSZ6","ELUT","Elutia Inc.",266993,$963844.73,0.0000651451,"Biotechnology","US",---
,"BFXSF77","GORV","Lazydays Holdings Inc.",194354,$954278.14,0.0000644985,"Automotive Retail","US",---
,"BPXXDG7","ANY","Sphere 3D Corp.",450035,$945073.5,0.0000638763,"Application Software","CA",---
,"BMW2FV3","CLNN","Clene Inc.",1911118,$944092.29,0.00006381,"Biotechnology","US",---
,"B1YB674","EGIO","Edgio Inc.",3619157,$941704.65,0.0000636486,"Internet Services & Infrastructure","US",---
,"BNLYJG0","ZVIA","Zevia PBC Class A",553068,$940215.6,0.000063548,"Soft Drinks & Non-alcoholic Beverages","US",---
,"B83R9K6","NTWK","NetSol Technologies Inc.",448836,$929090.52,0.0000627961,"Application Software","US",---
,"BS70KX1","HYMC","Hycroft Mining Holding Corp.",460846,$926300.46,0.0000626075,"Gold","US",---
,"2321679","ESP","Espey Mfg. & Electronics Corp.",41928,$922416,0.000062345,"Electrical Components & Equipment","US",---
,"BMYH7M1","AADI","Aadi Bioscience Inc.",499926,$919863.84,0.0000621725,"Biotechnology","US",---
,"BNDWN26","HNVR","Hanover Bancorp Inc./NY",50865,$919130.55,0.0000621229,"Regional Banks","US",---
,"BJ0M2S0","DTIL","Precision BioSciences Inc.",2436960,$917515.44,0.0000620137,"Biotechnology","US",---
,"BMD9BG0","CMAX","CareMax Inc.",2648343,$909440.99,0.000061468,"Health Care Services","US",---
,"BFMMJ23","FIXX","Homology Medicines Inc.",1354738,$907674.46,0.0000613486,"Biotechnology","US",---
,"BP5HNT0","MEIP","MEI Pharma Inc.",201106,$904977,0.0000611663,"Biotechnology","US",---
,"B1DZ912","GORO","Gold Resource Corp.",3809091,$897421.84,0.0000606556,"Gold","US",---
,"BPBJFJ4","ASPI","ASP Isotopes Inc.",364865,$893919.25,0.0000604189,"Specialty Chemicals","US",---
,"BNKH205","NMTC","NeuroOne Medical Technologies Corp.",712451,$890563.75,0.0000601921,"Health Care Equipment","US",---
,"BP4Z4C5","CELU","Celularity Inc.",2316900,$880422,0.0000595066,"Biotechnology","US",---
,"B3ZY290","CTGO","Contango ORE Inc.",53430,$879992.1,0.0000594776,"Diversified Metals & Mining","US",---
,"BS99WN0","ASTR","Astra Space Inc.",444262,$879638.76,0.0000594537,"Aerospace & Defense","US",---
,"BP484Q8","KORE","KORE Group Holdings Inc.",1047448,$878808.87,0.0000593976,"Wireless Telecommunication Services","US",---
,"2821544","SOTK","Sono-Tek Corp.",158428,$876106.84,0.000059215,"Electronic Equipment & Instruments","US",---
,"BJ5K4M7","HOOK","Hookipa Pharma Inc.",1396133,$867138.21,0.0000586088,"Biotechnology","US",---
,"2153968","GTIM","Good Times Restaurants Inc.",350945,$866834.15,0.0000585882,"Restaurants","US",---
,"2536440","RDI","Reading International Inc. Class A",438093,$863043.21,0.000058332,"Movies & Entertainment","US",---
,"BMGTPL0","RLYB","Rallybio Corp.",636414,$859158.9,0.0000580695,"Biotechnology","US",---
,"BLNBRP0","WYY","WidePoint Corp.",265533,$857671.59,0.000057969,"IT Consulting & Other Services","US",---
,"BZ9NRB4","PRTH","Priority Technology Holdings Inc.",240587,$854083.85,0.0000577265,"Transaction & Payment Processing Service","US",---
,"2048934","ARKR","Ark Restaurants Corp.",58363,$852683.43,0.0000576318,"Restaurants","US",---
,"BMDJ397","BOLT","Bolt Biotherapeutics Inc.",844219,$852661.19,0.0000576303,"Biotechnology","US",---
,"2618069","NL","NL Industries Inc.",160465,$842441.25,0.0000569396,"Office Services & Supplies","US",---
,"B7LD6B9","EMKR","EMCORE Corp.",1425083,$840228.94,0.00005679,"Communications Equipment","US",---
,"BQZDPQ6","DOMA","Doma Holdings Inc.",201468,$836092.2,0.0000565104,"Real Estate Services","US",---
,"BKSJ569","FTHM","Fathom Holdings Inc.",347914,$834993.6,0.0000564362,"Real Estate Services","US",---
,"2431318","CVU","CPI Aerostructures Inc.",308430,$832761,0.0000562853,"Aerospace & Defense","US",---
,"BMCGGS9","BAFN","Bayfirst Financial Corp.",65679,$826898.61,0.000055889,"Regional Banks","US",---
,"BJL3925","QNCX","Quince Therapeutics Inc.",666463,$826414.12,0.0000558563,"Biotechnology","US",---
,"2323352","MLSS","Milestone Scientific Inc.",1447898,$826315.39,0.0000558496,"Health Care Equipment","US",---
,"BRBR2D5","VHC","VirnetX Holding Corp.",116102,$819680.12,0.0000554012,"Application Software","US",---
,"2962584","BOTJ","Bank of the James Financial Group Inc.",67189,$815002.57,0.000055085,"Regional Banks","US",---
,"BP92Z62","ELTX","Elicio Therapeutics Inc.",184939,$813731.6,0.0000549991,"Biotechnology","US",---
,"BMHYMB3","RGS","Regis Corp.",70385,$810131.35,0.0000547558,"Specialized Consumer Services","US",---
,"BFWZ8G9","RFL","Rafael Holdings Inc. Class B",439311,$795152.91,0.0000537434,"Real Estate Operating Companies","US",---
,"BP09YX2","FTCI","FTC Solar Inc.",1574728,$789726.09,0.0000533766,"Electrical Components & Equipment","US",---
,"B29W5V6","OESX","Orion Energy Systems Inc.",774143,$789625.86,0.0000533698,"Electrical Components & Equipment","US",---
,"BQPG5L0","SABS","SAB Biotherapeutics Inc.",131567,$789402,0.0000533547,"Biotechnology","US",---
,"BMX7KG7","SOND","Sonder Holdings Inc.",304152,$787753.68,0.0000532433,"Hotels, Resorts & Cruise Lines","US",---
,"2007526","AE","Adams Resources & Energy Inc.",31232,$786109.44,0.0000531322,"Oil & Gas Refining & Marketing","US",---
,"BRDZ583","MULN","Mullen Automotive Inc.",111898,$785523.96,0.0000530926,"Automobile Manufacturers","US",---
,"BYMLKZ3","CHCI","Comstock Holding Cos. Inc. Class A",164051,$784163.78,0.0000530006,"Diversified Real Estate Activities","US",---
,"BQPG4S0","SDHC","Smith Douglas Homes Corp.",30410,$782449.3,0.0000528848,"Homebuilding","US",---
,"2238940","MCHX","Marchex Inc. Class B",573193,$779542.48,0.0000526883,"Advertising","US",---
,"2653907","WVVI","Willamette Valley Vineyards Inc.",152433,$778932.63,0.0000526471,"Distillers & Vintners","US",---
,"2375557","DYAI","Dyadic International Inc.",596383,$775297.9,0.0000524014,"Biotechnology","US",---
,"BN4JLG6","PET","Wag! Group Co.",404431,$772463.21,0.0000522098,"Specialized Consumer Services","US",---
,"BYPCSL5","DARE","Dare Bioscience Inc.",2375133,$771918.23,0.000052173,"Pharmaceuticals","US",---
,"BL59CQ8","DALN","DallasNews Corp.",176590,$768166.5,0.0000519194,"Publishing","US",---
,"2727813","RFIL","RF Industries Ltd.",249088,$767191.04,0.0000518535,"Electronic Manufacturing Services","US",---
,"BJ4YJ92","CARA","Cara Therapeutics Inc.",1354313,$765999.43,0.0000517729,"Pharmaceuticals","US",---
,"BNDSDZ7","BODY","Beachbody Co. Inc.",72043,$764376.23,0.0000516632,"Specialized Consumer Services","US",---
,"BMFF8M1","OWLT","Owlet Inc.",155507,$760429.23,0.0000513965,"Health Care Equipment","US",---
,"BMVMFX6","MOVE","Movano Inc.",1233783,$760010.33,0.0000513681,"Technology Hardware, Storage & Periphera","US",---
,"BQ80FM0","IZEA","IZEA Worldwide Inc.",372961,$749651.61,0.000050668,"Interactive Media & Services","US",---
,"BJL3CL5","NXTC","NextCure Inc.",613827,$748868.94,0.0000506151,"Biotechnology","US",---
,"2457994","ICCC","ImmuCell Corp.",140588,$746522.28,0.0000504565,"Biotechnology","US",---
,"BS2F741","NGNE","Neurogene Inc.",24677,$744258.32,0.0000503035,"Biotechnology","US",---
,"BK78976","SLNG","Stabilis Solutions Inc.",169932,$730707.6,0.0000493876,"Oil & Gas Storage & Transportation","US",---
,"BMVWYW8","TARA","Protara Therapeutics Inc.",284301,$724967.55,0.0000489996,"Biotechnology","US",---
,"BFYDQ34","QUBT","Quantum Computing Inc.",880269,$713986.19,0.0000482574,"Application Software","US",---
,"BS82D93","FBIO","Fortress Biotech Inc.",349436,$712849.44,0.0000481806,"Biotechnology","US",---
,"BNBPGK6","MKTW","MarketWise Inc.",304854,$710309.82,0.0000480089,"Financial Exchanges & Data","US",---
,"BPGJZ11","EXPR","Express Inc.",98917,$708245.72,0.0000478694,"Apparel Retail","US",---
,"BNXJFL0","KPLT","Katapult Holdings Inc.",65728,$707890.56,0.0000478454,"Consumer Finance","US",---
,"BN49GP0","BEAT","HeartBeam inc",377331,$705608.97,0.0000476912,"Health Care Equipment","US",---
,"BQ7Y9D2","ZFOX","ZeroFox Holdings Inc.",799152,$701815.29,0.0000474348,"Systems Software","US",---
,"BK4W379","XGN","Exagen Inc.",326266,$701471.9,0.0000474116,"Biotechnology","US",---
,"BNKCG86","ECOR","ElectroCore Inc.",92103,$697219.71,0.0000471242,"Health Care Equipment","US",---
,"BJHG304","WWR","Westwater Resources Inc.",1414240,$694391.84,0.0000469331,"Electrical Components & Equipment","US",---
,"BKX9V77","DUOT","Duos Technologies Group Inc.",158934,$691362.9,0.0000467283,"Systems Software","US",---
,"BN305Y6","BHIL","Benson Hill Inc.",3980438,$685431.42,0.0000463274,"Agricultural Products & Services","US",---
,"BJ35BP6","SCTL","Societal CDMO Inc.",2064292,$682867.79,0.0000461542,"Pharmaceuticals","US",---
,"BM92QN5","SNCE","Science 37 Holdings Inc.",118985,$674644.95,0.0000455984,"Life Sciences Tools & Services","US",---
,"BN70ZG4","INSG","Inseego Corp.",304111,$666003.09,0.0000450143,"Communications Equipment","US",---
,"BPRB2H1","MRKR","Marker Therapeutics Inc.",143440,$665561.6,0.0000449845,"Biotechnology","US",---
,"2081508","BRN","Barnwell Industries Inc.",267900,$664392,0.0000449054,"Oil & Gas Exploration & Production","US",---
,"BNV0902","RGF","Real Good Food Co. Inc. Class A",562143,$652085.88,0.0000440737,"Packaged Foods & Meats","US",---
,"BMGJY91","EKSO","Ekso Bionics Holdings Inc.",283738,$649760.02,0.0000439165,"Health Care Equipment","US",---
,"BL68L90","USAU","US Gold Corp.",175552,$649542.4,0.0000439017,"Diversified Metals & Mining","US",---
,"BD2BVF3","CURO","Curo Group Holdings Corp.",735347,$647252.43,0.000043747,"Consumer Finance","US",---
,"2226332","SYPR","Sypris Solutions Inc.",311226,$644237.82,0.0000435432,"Automotive Parts & Equipment","US",---
,"2257398","DAIO","Data I/O Corp.",195454,$637180.04,0.0000430662,"Electronic Manufacturing Services","US",---
,"BMXS6G2","ATER","Aterian Inc.",2126982,$631713.65,0.0000426967,"Household Appliances","US",---
,"BMD5VT1","UBX","UNITY Biotechnology Inc.",361671,$625690.83,0.0000422896,"Biotechnology","US",---
,"BM91SP8","VWE","Vintage Wine Estates Inc.",1296027,$622092.96,0.0000420465,"Distillers & Vintners","US",---
,"B02NVQ9","KINS","Kingstone Cos. Inc.",193667,$621671.07,0.000042018,"Property & Casualty Insurance","US",---
,"B021PD8","XPL","Solitario Resources Corp.",1173263,$618544.25,0.0000418066,"Diversified Metals & Mining","US",---
,"BJN4G81","ICD","Independence Contract Drilling Inc.",287714,$609953.68,0.000041226,"Oil & Gas Drilling","US",---
,"BMWXS28","BDSX","Biodesix Inc.",303712,$607424,0.000041055,"Health Care Services","US",---
,"BRF1Y82","EFTR","eFFECTOR Therapeutics Inc.",52801,$605627.47,0.0000409336,"Biotechnology","US",---
,"2415936","BFX","BowFlex Inc.",987578,$602620.1,0.0000407303,"Leisure Products","US",---
,"BLB0YL4","OMIC","Singular Genomics Systems Inc.",1180133,$595967.17,0.0000402807,"Life Sciences Tools & Services","US",---
,"B3D3125","MHH","Mastech Digital Inc.",69213,$595231.8,0.000040231,"Human Resource & Employment Services","US",---
,"2910668","UAMY","United States Antimony Corp.",2524776,$592564.93,0.0000400507,"Diversified Metals & Mining","US",---
,"B8CM9G8","CLIR","ClearSign Technologies Corp.",595973,$590013.27,0.0000398782,"Industrial Machinery & Supplies & Compon","US",---
,"BP91332","APCX","AppTech Payments Corp.",395557,$589379.93,0.0000398354,"Transaction & Payment Processing Service","US",---
,"BLBQL66","AREN","Arena Group Holdings Inc.",382903,$585841.59,0.0000395963,"Interactive Media & Services","US",---
,"BP92744","CNTX","Context Therapeutics Inc.",573400,$584868,0.0000395305,"Pharmaceuticals","US",---
,"B23WLP8","CPIX","Cumberland Pharmaceuticals Inc.",280820,$584105.6,0.000039479,"Pharmaceuticals","US",---
,"2917722","UG","United-Guardian Inc.",75085,$576652.8,0.0000389752,"Personal Care Products","US",---
,"B0WR8B5","LSBK","Lake Shore Bancorp Inc.",49379,$573783.98,0.0000387813,"Regional Banks","US",---
,"BNGJR22","VINC","Vincerx Pharma Inc.",436711,$572091.41,0.0000386669,"Biotechnology","US",---
,"BJBLT85","RCAT","Red Cat Holdings Inc.",849136,$569345.69,0.0000384813,"Electronic Equipment & Instruments","US",---
,"BNLYJ82","RPID","Rapid Micro Biosystems Inc. Class A",594568,$567931.35,0.0000383858,"Life Sciences Tools & Services","US",---
,"BD73LC1","FPAY","FlexShopper Inc.",425184,$565494.72,0.0000382211,"Specialized Finance","US",---
,"BPX3N12","TXMD","TherapeuticsMD Inc.",249657,$564224.82,0.0000381352,"Pharmaceuticals","US",---
,"BPBQLC0","EVTV","Envirotech Vehicles Inc.",314577,$556801.29,0.0000376335,"Automobile Manufacturers","US",---
,"BM9J045","HLTH","Cue Health Inc.",2505948,$556571.05,0.0000376179,"Health Care Equipment","US",---
,"BPLKTG2","DRRX","Durect Corp.",684963,$556258.45,0.0000375968,"Pharmaceuticals","US",---
,"BN7J798","BMTX","BM Technologies Inc.",261126,$556198.38,0.0000375927,"Transaction & Payment Processing Service","US",---
,"BMCJW91","LPCN","Lipocine Inc.",141076,$550196.4,0.0000371871,"Pharmaceuticals","US",---
,"BBL59X6","NSTG","NanoString Technologies Inc.",1330066,$547455.17,0.0000370018,"Life Sciences Tools & Services","US",---
,"BFBFTS9","FLNT","Fluent Inc.",1010603,$547241.52,0.0000369874,"Advertising","US",---
,"2446668","AIRT","Air T Inc.",32860,$545804.6,0.0000368902,"Air Freight & Logistics","US",---
,"BKM8GV4","AIM","AIM ImmunoTech Inc.",1311599,$544313.59,0.0000367895,"Biotechnology","US",---
,"2905125","TRT","Trio-Tech International",108490,$543534.9,0.0000367368,"Semiconductor Materials & Equipment","US",---
,"B5N8D17","PPSI","Pioneer Power Solutions Inc.",107157,$535785,0.000036213,"Heavy Electrical Equipment","US",---
,"2974761","PMD","Psychemedics Corp.",165415,$529328,0.0000357766,"Health Care Services","US",---
,"BK945L8","LUMO","Lumos Pharma Inc.",187322,$528248.04,0.0000357036,"Biotechnology","US",---
,"BR1W854","TSBX","Turnstone Biologics Corp.",200545,$527433.35,0.0000356485,"Biotechnology","US",---
,"2123013","BRID","Bridgford Foods Corp.",48702,$524520.54,0.0000354517,"Packaged Foods & Meats","US",---
,"BD9PWL1","PED","PEDEVCO Corp.",768132,$523097.89,0.0000353555,"Oil & Gas Exploration & Production","US",---
,"BP5GWR8","DERM","Journey Medical Corp.",107840,$523024,0.0000353505,"Pharmaceuticals","US",---
,"BJJH0B5","FSI","Flexible Solutions International Inc.",277169,$518306.03,0.0000350316,"Specialty Chemicals","CA",---
,"BMCCHR3","LUCD","Lucid Diagnostics Inc.",366925,$517364.25,0.000034968,"Health Care Equipment","US",---
,"BMHD630","CURI","CuriosityStream Inc.",986623,$514918.54,0.0000348027,"Movies & Entertainment","US",---
,"BW53GL0","RMCF","Rocky Mountain Chocolate Factory Inc.",128662,$514648,0.0000347844,"Packaged Foods & Meats","US",---
,"BPSPHN3","LUXH","LuxUrban Hotels Inc.",122301,$508772.16,0.0000343873,"Real Estate Operating Companies","US",---
,"2104461","CVR","Chicago Rivet & Machine Co.",28369,$506951.19,0.0000342642,"Industrial Machinery & Supplies & Compon","US",---
,"BM91ZJ1","KA","Kineta Inc.",195981,$505630.98,0.0000341749,"Biotechnology","US",---
,"BP0RLM4","VRAR","Glimpse Group Inc.",437150,$502722.5,0.0000339784,"IT Consulting & Other Services","US",---
,"2754888","RVP","Retractable Technologies Inc.",421212,$497030.16,0.0000335936,"Health Care Supplies","US",---
,"BJLNCR1","ABIO","ARCA biopharma Inc.",312166,$496343.94,0.0000335472,"Biotechnology","US",---
,"BSBGY77","PAVM","PAVmed Inc.",213896,$496238.72,0.0000335401,"Health Care Equipment","US",---
,"BNGFS94","ALGS","Aligos Therapeutics Inc.",712990,$491963.1,0.0000332512,"Biotechnology","US",---
,"BNBXNV0","GREE","Greenidge Generation Holdings Inc.",134326,$490289.9,0.0000331381,"Application Software","US",---
,"2877127","TAYD","Taylor Devices Inc.",15808,$486886.4,0.000032908,"Industrial Machinery & Supplies & Compon","US",---
,"BMW5LX6","ELYM","Eliem Therapeutics Inc.",189734,$485719.04,0.0000328291,"Biotechnology","US",---
,"BP0TQC5","CADL","Candel Therapeutics Inc.",370830,$482079,0.0000325831,"Biotechnology","US",---
,"BS1L5T1","SYBX","Synlogic Inc.",139449,$481099.05,0.0000325169,"Biotechnology","US",---
,"BMV6Y64","XLO","Xilio Therapeutics Inc.",739563,$480715.95,0.000032491,"Biotechnology","US",---
,"BM8K072","OCX","Oncocyte Corp.",153986,$477356.6,0.0000322639,"Biotechnology","US",---
,"BQZBQP6","TISI","Team Inc.",67315,$475243.9,0.0000321211,"Environmental & Facilities Services","US",---
,"BG0WPH9","SLS","SELLAS Life Sciences Group Inc.",742353,$475105.92,0.0000321118,"Biotechnology","US",---
,"B8G2W65","SOHO","Sotherly Hotels Inc.",339659,$472126.01,0.0000319104,"Hotel & Resort REITs","US",---
,"BRJTTS7","BTM","Bitcoin Depot Inc.",213572,$465586.96,0.0000314684,"Diversified Support Services","US",---
,"BNNTCP3","PBBK","PB Bankshares Inc.",34551,$464710.95,0.0000314092,"Regional Banks","US",---
,"BNRJVL8","VIRX","Viracta Therapeutics Inc.",813922,$463935.54,0.0000313568,"Biotechnology","US",---
,"2354460","FTEK","Fuel Tech Inc.",430339,$460462.73,0.0000311221,"Environmental & Facilities Services","US",---
,"BGV8J85","EQ","Equillium Inc.",570835,$456097.17,0.000030827,"Biotechnology","US",---
,"BFZ4V20","MBOT","Microbot Medical Inc.",348549,$449628.21,0.0000303898,"Health Care Equipment","US",---
,"BKSH7V2","BTCS","BTCS Inc.",280193,$448308.8,0.0000303006,"Application Software","US",---
,"BNSP3R5","CPBI","Central Plains Bancshares Inc.",43561,$446500.25,0.0000301784,"Regional Banks","US",---
,"BQXSSZ3","CPTN","Cepton Inc.",170313,$446220.06,0.0000301594,"Electronic Equipment & Instruments","US",---
,"2892476","TSRI","TSR Inc.",50537,$443209.49,0.000029956,"IT Consulting & Other Services","US",---
,"2435428","MXC","Mexco Energy Corp.",44605,$441767.92,0.0000298585,"Oil & Gas Exploration & Production","US",---
,"BWTXL22","PZG","Paramount Gold Nevada Corp.",1223263,$440374.68,0.0000297644,"Gold","US",---
,"BMXBN71","HUSA","Houston American Energy Corp.",281247,$435932.85,0.0000294641,"Oil & Gas Exploration & Production","US",---
,"B3T7LG5","XELB","Xcel Brands Inc.",329762,$431988.22,0.0000291975,"Apparel Retail","US",---
,"BK73KM3","BIVI","BioVie Inc. Class A",415089,$431692.56,0.0000291775,"Biotechnology","US",---
,"2496492","KOSS","Koss Corp.",150699,$429492.15,0.0000290288,"Consumer Electronics","US",---
,"BW9RTJ7","PNBK","Patriot National Bancorp Inc.",101605,$428773.1,0.0000289802,"Regional Banks","US",---
,"BMWPT43","RGLS","Regulus Therapeutics Inc.",332028,$421675.56,0.0000285005,"Biotechnology","US",---
,"BMH5BX1","CYTH","Cyclo Therapeutics Inc.",220728,$417175.92,0.0000281964,"Biotechnology","US",---
,"BN7RQC8","SNDA","Sonida Senior Living Inc.",46397,$415253.15,0.0000280664,"Health Care Facilities","US",---
,"BQKRDP8","CNVS","Cineverse Corp.",245883,$413083.44,0.0000279198,"Movies & Entertainment","US",---
,"2618520","BMRA","Biomerica Inc.",440355,$409530.15,0.0000276796,"Health Care Equipment","US",---
,"BP830S3","EVA","Enviva Inc.",928942,$407062.38,0.0000275128,"Coal & Consumable Fuels","US",---
,"BJDRRC1","AGAE","Allied Gaming & Entertainment Inc.",342488,$404135.84,0.000027315,"Leisure Facilities","US",---
,"2503790","STRM","Streamline Health Solutions Inc.",1027543,$400741.77,0.0000270856,"Health Care Technology","US",---
,"2872188","TAIT","Taitron Components Inc.",125572,$398063.24,0.0000269046,"Technology Distributors","US",---
,"2258498","DXR","Daxor Corp.",47328,$392349.12,0.0000265184,"Health Care Equipment","US",---
,"BMWJMC4","ULY","Urgent.ly Inc.",182809,$385726.99,0.0000260708,"Application Software","US",---
,"BM8JTZ0","BZFD","BuzzFeed Inc.",2108022,$383449.2,0.0000259168,"Interactive Media & Services","US",---
,"BMW5HN8","CREX","Creative Realities Inc.",131207,$380500.3,0.0000257175,"Advertising","US",---
,"BMDZW65","SBEV","Splash Beverage Group Inc.",950644,$380257.6,0.0000257011,"Distillers & Vintners","US",---
,"2238326","CCEL","Cryo-Cell International Inc.",72930,$379965.3,0.0000256814,"Health Care Services","US",---
,"BMW7VQ5","INDP","Indaptus Therapeutics Inc.",229197,$378175.05,0.0000255604,"Biotechnology","US",---
,"BMD8PM1","UGRO","Urban-Gro Inc.",227616,$377842.56,0.0000255379,"Agricultural & Farm Machinery","US",---
,"BG88XJ7","KULR","KULR Technology Group Inc.",2126566,$377678.12,0.0000255268,"Electrical Components & Equipment","US",---
,"2342562","BDL","Flanigan's Enterprises Inc.",14285,$376552.6,0.0000254507,"Restaurants","US",---
,"BJSBJM2","NEPH","Nephros Inc.",103460,$367283,0.0000248242,"Household Appliances","US",---
,"BNKBJN9","AMPG","AmpliTech Group Inc.",168613,$365890.21,0.00002473,"Electronic Components","US",---
,"BMWGR97","ALPP","Alpine 4 Holdings Inc.",649415,$363672.4,0.0000245801,"Electronic Manufacturing Services","US",---
,"BL5F9Z4","NRXP","NRX Pharmaceuticals Inc.",978921,$362200.77,0.0000244807,"Pharmaceuticals","US",---
,"BNDK2Q7","SNSE","Sensei Biotherapeutics Inc.",441585,$362099.7,0.0000244738,"Biotechnology","US",---
,"BP8KP90","INTS","Intensity Therapeutics Inc.",71742,$352970.64,0.0000238568,"Biotechnology","US",---
,"BKP32B8","CCLD","CareCloud Inc.",266292,$351505.44,0.0000237578,"Health Care Technology","US",---
,---,---,"Luby's Inc Escrow",449752,$350806.56,0.0000237105,---,"US",---
,"BMFY3S9","CRGE","Charge Enterprises Inc.",2547177,$350236.84,0.000023672,"Alternative Carriers","US",---
,"BMH0XN0","BIOR","Biora Therapeutics Inc.",372034,$349711.96,0.0000236366,"Biotechnology","US",---
,"BL55TS7","TOMZ","TOMI Environmental Solutions Inc.",484669,$349446.35,0.0000236186,"Environmental & Facilities Services","US",---
,"BFB4889","CASA","Casa Systems Inc.",957382,$347529.67,0.0000234891,"Communications Equipment","US",---
,"BLBCYG5","PALT","Paltalk Inc.",79603,$339108.78,0.0000229199,"Interactive Media & Services","US",---
,"BJQKP89","BLIN","Bridgeline Digital Inc.",412787,$338072.55,0.0000228499,"Application Software","US",---
,"BPBLY59","IMMX","Immix Biopharma Inc.",88433,$337814.06,0.0000228324,"Biotechnology","US",---
,"BQQFDM3","BCLI","BrainStorm Cell Therapeutics Inc.",951371,$336119.37,0.0000227179,"Biotechnology","US",---
,"BKM3D96","NNVC","NanoViricides Inc.",300189,$333209.79,0.0000225212,"Biotechnology","US",---
,"BSBGY88","XOS","Xos Inc.",39983,$327060.94,0.0000221056,"Construction Machinery & Heavy Transport","US",---
,"BMYDMZ7","DLPN","Dolphin Entertainment Inc.",229872,$324119.52,0.0000219068,"Movies & Entertainment","US",---
,"BNDXZL2","SHFS","SHF Holdings Inc.",311746,$321098.38,0.0000217026,"Specialized Finance","US",---
,"2799384","SIEB","Siebert Financial Corp.",190659,$318400.53,0.0000215203,"Investment Banking & Brokerage","US",---
,"2807782","SGMA","SigmaTron International Inc.",100024,$318076.32,0.0000214984,"Electronic Manufacturing Services","US",---
,"BMHG071","PRST","Presto Automation Inc.",1445442,$316551.8,0.0000213953,"Electronic Equipment & Instruments","US",---
,"BM92099","FGH","FG Group Holdings Inc.",229451,$314347.87,0.0000212463,"Movies & Entertainment","US",---
,"BLGXY07","ANEB","Anebulo Pharmaceuticals Inc.",121000,$311575,0.0000210589,"Pharmaceuticals","US",---
,"BYPGBK7","SSKN","Strata Skin Sciences Inc.",593248,$311455.2,0.0000210508,"Health Care Equipment","US",---
,"BMDKV85","HOFV","Hall of Fame Resort & Entertainment Co.",91059,$311421.78,0.0000210486,"Leisure Facilities","US",---
,"BMH9WY1","MBRX","Moleculin Biotech Inc.",616108,$310518.43,0.0000209875,"Biotechnology","US",---
,"BRDYC56","ATIP","ATI Physical Therapy Inc.",49713,$306729.21,0.0000207314,"Health Care Services","US",---
,"BMFPTT5","COCP","Cocrystal Pharma Inc.",191359,$304260.81,0.0000205646,"Pharmaceuticals","US",---
,"BPX4QH2","LSTA","Lisata Therapeutics Inc.",123063,$303965.61,0.0000205446,"Biotechnology","US",---
,"BLSN933","INAB","IN8bio Inc.",233088,$303014.4,0.0000204803,"Biotechnology","US",---
,"2356745","FKWL","Franklin Wireless Corp.",106311,$302986.35,0.0000204784,"Communications Equipment","US",---
,"BHS7YD2","OPTT","Ocean Power Technologies Inc.",1001472,$302444.54,0.0000204418,"Heavy Electrical Equipment","US",---
,"BLBCYY3","FBRX","Forte Biosciences Inc.",487429,$297380.43,0.0000200995,"Biotechnology","US",---
,"BMTQ314","AXDX","Accelerate Diagnostics Inc.",223456,$297196.48,0.0000200871,"Health Care Equipment","US",---
,"BNM9JP3","BRFH","Barfresh Food Group Inc.",233784,$296905.68,0.0000200675,"Packaged Foods & Meats","US",---
,"BSJRS58","AINC","Ashford Inc.",104740,$295366.8,0.0000199634,"Asset Management & Custody Banks","US",---
,"BPK5J79","ASTC","Astrotech Corp.",38881,$291996.31,0.0000197356,"Electronic Equipment & Instruments","US",---
,"BQNL2T4","DFLI","Dragonfly Energy Holdings Corp.",610200,$286794,0.000019384,"Electrical Components & Equipment","US",---
,"BMGTLY5","AVBP","ArriVent Biopharma Inc.",13302,$286658.1,0.0000193748,---,"US",---
,"B76YLF6","MTEX","Mannatech Inc.",30953,$286315.25,0.0000193517,"Personal Care Products","US",---
,"BKS3LF2","SUNW","Sunworks Inc.",1299138,$285940.27,0.0000193263,"Electrical Components & Equipment","US",---
,"BF7JLM3","VNCE","Vince Holding Corp.",85410,$285269.4,0.000019281,"Apparel, Accessories & Luxury Goods","US",---
,"B42WWK5","SANW","S&W Seed Co.",558871,$280106.15,0.000018932,"Agricultural Products & Services","US",---
