 (VBK) , , ,  
Holding details,2024-04-30
 
Stocks holdings 
 ,SEDOL,Ticker,Holdings name,Shares,Market value*,% of fund*,Sector,Market,Security depository receipt type
,"B298495","KW","Kennedy-Wilson Holdings Inc",1495361,$12845150.99,0.03824,"Real Estate Management & Development","US","Common Stock"
,"2186254","CENX","Century Aluminum Co",732670,$12711824.5,0.03785,"Metals & Mining","US","Common Stock"
,"BMCWKZ2","MRVI","Maravai LifeSciences Holdings Inc",1519833,$12462630.6,0.03711,"Life Sciences Tools & Services","US","Common Stock"
,"BN0TQF4","ZETA","Zeta Global Holdings Corp",997498,$12329075.28,0.03671,"Software","US","Common Stock"
,"BSL7HC6","PGRE","Paramount Group Inc",2655588,$12321928.32,0.03669,"Office REITs","US","REIT"
,"B15M2C3","ALGT","Allegiant Travel Co",224819,$12266124.64,0.03652,"Passenger Airlines","US","Common Stock"
,"BD82PS1","CRK","Comstock Resources Inc",1201147,$12083538.82,0.03598,"Oil, Gas & Consumable Fuels","US","Common Stock"
,"BNNTCT7","ENVX","Enovix Corp",1924621,$12048127.46,0.03587,"Electrical Equipment","US","Common Stock"
,"BD4LHG4","NGVT","Ingevity Corp",231757,$11852052.98,0.03529,"Chemicals","US","Common Stock"
,"BL0P090","DRVN","Driven Brands Holdings Inc",824799,$11819369.67,0.03519,"Commercial Services & Supplies","US","Common Stock"
,"BN2R582","RLAY","Relay Therapeutics Inc",1790756,$11675729.12,0.03476,"Biotechnology","US","Common Stock"
,"BKDRF35","AHCO","AdaptHealth Corp",1176122,$11584801.7,0.03449,"Health Care Providers & Services","US","Common Stock"
,"BJ1FD74","RVLV","Revolve Group Inc",568492,$11318675.72,0.0337,"Specialty Retail","US","Common Stock"
,"BS7T2S7","TFIN","Triumph Financial Inc",159263,$11205744.68,0.03336,"Banks","US","Common Stock"
,"BDH2902","EXPI","eXp World Holdings Inc",1111434,$11069882.64,0.03296,"Real Estate Management & Development","US","Common Stock"
,"BNTB3N8","VZIO","Vizio Holding Corp",1043228,$11058216.8,0.03292,"Household Durables","US","Common Stock"
,"2037062","HLX","Helix Energy Solutions Group Inc",1028909,$11050482.66,0.0329,"Energy Equipment & Services","US","Common Stock"
,"B3RDWC8","MXL","MaxLinear Inc",529834,$11015248.86,0.0328,"Semiconductors & Semiconductor Equipment","US","Common Stock"
,"BMFZ3F9","DFH","Dream Finders Homes Inc",307169,$10904499.5,0.03247,"Household Durables","US","Common Stock"
,"BK8MDM0","HLIO","Helios Technologies Inc",237521,$10712197.1,0.03189,"Machinery","US","Common Stock"
,"2930774","VICR","Vicor Corp",329039,$10654282.82,0.03172,"Electrical Equipment","US","Common Stock"
,"BP7L5C7","XMTR","Xometry Inc",587175,$10492817.25,0.03124,"Trading Companies & Distributors","US","Common Stock"
,"BDFKQ07","RCKT","Rocket Pharmaceuticals Inc",485972,$10458117.44,0.03114,"Biotechnology","US","Common Stock"
,"BP4GNK9","SAGE","Sage Therapeutics Inc",734313,$10236323.22,0.03048,"Biotechnology","US","Common Stock"
,"BP3YM85","TRUP","Trupanion Inc",451184,$10151640,0.03022,"Insurance","US","Common Stock"
,"BNV0RN1","PTLO","Portillo's Inc",823291,$10093547.66,0.03005,"Hotels, Restaurants & Leisure","US","Common Stock"
,"2407052","EXTR","Extreme Networks Inc",878783,$9842369.6,0.0293,"Communications Equipment","US","Common Stock"
,"B3SWPT2","AMRC","Ameresco Inc",467436,$9783435.48,0.02913,"Construction & Engineering","US","Common Stock"
,"BZ0G875","RGNX","REGENXBIO Inc",633710,$9727448.5,0.02896,"Biotechnology","US","Common Stock"
,"B1W8J67","TFSL","TFS Financial Corp",807486,$9697906.86,0.02887,"Banks","US","Common Stock"
,"BMV1Z44","AMPL","Amplitude Inc",987873,$9671276.67,0.02879,"Software","US","Common Stock"
,"BMXXBD9","FIGS","Figs Inc",1852464,$9466091.04,0.02818,"Textiles, Apparel & Luxury Goods","US","Common Stock"
,"BNG3RZ7","LESL","Leslie's Inc",2386601,$9379341.93,0.02793,"Specialty Retail","US","Common Stock"
,"BP0TJS2","CTKB","Cytek Biosciences Inc",1558521,$9366711.21,0.02789,"Life Sciences Tools & Services","US","Common Stock"
,"2719456","RES","RPC Inc",1398421,$9355436.49,0.02785,"Energy Equipment & Services","US","Common Stock"
,"BNRRP65","MCW","Mister Car Wash Inc",1359022,$9091857.18,0.02707,"Diversified Consumer Services","US","Common Stock"
,"2577870","HSTM","HealthStream Inc",348245,$8974273.65,0.02672,"Health Care Technology","US","Common Stock"
,"2116767","DRQ","Dril-Quip Inc",491577,$8936869.86,0.02661,"Energy Equipment & Services","US","Common Stock"
,"BF1BDQ3","RDFN","Redfin Corp",1573403,$8826790.83,0.02628,"Real Estate Management & Development","US","Common Stock"
,"BLNB073","PCT","PureCycle Technologies Inc",1886289,$8808969.63,0.02623,"Chemicals","US","Common Stock"
,"2676692","SHEN","Shenandoah Telecommunications Co",686463,$8800455.66,0.0262,"Diversified Telecommunication Services","US","Common Stock"
,"BN75T01","MTTR","Matterport Inc",1867364,$8589874.4,0.02557,"Software","US","Common Stock"
,"BPW6WJ3","ULS","UL Solutions Inc",242780,$8521578,0.02537,"Professional Services","US","Common Stock"
,"BM8TFC9","SNCY","Sun Country Airlines Holdings Inc",612779,$8156088.49,0.02428,"Passenger Airlines","US","Common Stock"
,"BMDJ3B9","UWMC","UWM Holdings Corp",1276431,$8041515.3,0.02394,"Financial Services","US","Common Stock"
,"BKF9DQ8","PHR","Phreesia Inc",379806,$7877176.44,0.02345,"Health Care Technology","US","Common Stock"
,"BLLHH27","SABR","Sabre Corp",2736722,$7854392.14,0.02338,"Hotels, Restaurants & Leisure","US","Common Stock"
,"BD8ZJW2","YEXT","Yext Inc",1426595,$7832006.55,0.02332,"Software","US","Common Stock"
,"BNDYF15","VMEO","Vimeo Inc",2166236,$7776787.24,0.02315,"Interactive Media & Services","US","Common Stock"
,"BYN5Z59","LOB","Live Oak Bancshares Inc",240470,$7771990.4,0.02314,"Banks","US","Common Stock"
,"BMTVQT8","GDRX","GoodRx Holdings Inc",1062413,$7543132.3,0.02246,"Health Care Technology","US","Common Stock"
,"BMTW8S4","NRDS","NerdWallet Inc",586081,$7367038.17,0.02193,"Consumer Finance","US","Common Stock"
,"BFZP4R9","LASR","nLight Inc",637485,$7260954.15,0.02162,"Electronic Equipment, Instruments & Components","US","Common Stock"
,"BMC9RZ2","CHPT","ChargePoint Holdings Inc",5404053,$7187390.49,0.0214,"Electrical Equipment","US","Common Stock"
,"BPBLNG3","UDMY","Udemy Inc",716214,$7176464.28,0.02137,"Diversified Consumer Services","US","Common Stock"
,"BMVNLY2","RDDT","Reddit Inc",159067,$7068937.48,0.02105,"Interactive Media & Services","US","Common Stock"
,"BJDQXG4","NVAX","Novavax Inc",1621895,$7022805.35,0.02091,"Biotechnology","US","Common Stock"
,"BMTD3M6","LPRO","Open Lending Corp",1376932,$7022353.2,0.02091,"Capital Markets","US","Common Stock"
,"BMFNRG2","OLO","Olo Inc",1461177,$7013649.6,0.02088,"Software","US","Common Stock"
,"BNNLSZ1","ALHC","Alignment Healthcare Inc",1358967,$6998680.05,0.02084,"Health Care Providers & Services","US","Common Stock"
,"BMDBB99","SAFE","Safehold Inc",375751,$6853698.24,0.02041,"Specialized REITs","US","REIT"
,"BN0TRB7","LFST","LifeStance Health Group Inc",1088411,$6726379.98,0.02003,"Health Care Providers & Services","US","Common Stock"
,"BMGWSJ8","CRSR","Corsair Gaming Inc",592112,$6572443.2,0.01957,"Technology Hardware, Storage & Peripherals","US","Common Stock"
,"2986937","CEVA","CEVA Inc",321723,$6521325.21,0.01942,"Semiconductors & Semiconductor Equipment","US","Common Stock"
,"2927497","UHT","Universal Health Realty Income Trust",178922,$6446559.66,0.01919,"Health Care REITs","US","REIT"
,"BNG47W7","TMCI","Treace Medical Concepts Inc",620516,$6434750.92,0.01916,"Health Care Equipment & Supplies","US","Common Stock"
,"BJ9N563","NOVA","Sunnova Energy International Inc",1495444,$6295819.24,0.01874,"Independent Power and Renewable Electricity Producers","US","Common Stock"
,"BMGCGK5","RUM","Rumble Inc",891064,$6290911.84,0.01873,"Interactive Media & Services","US","Common Stock"
,"BMQ5T49","ZNTL","Zentalis Pharmaceuticals Inc",560135,$6195093.1,0.01844,"Biotechnology","US","Common Stock"
,"2896809","TR","Tootsie Roll Industries Inc",206293,$6128965.03,0.01825,"Food Products","US","Common Stock"
,"BF5L3R0","EB","Eventbrite Inc",1160048,$6125053.44,0.01824,"Entertainment","US","Common Stock"
,"BZ8FPH3","EDIT","Editas Medicine Inc",1173868,$6115852.28,0.01821,"Biotechnology","US","Common Stock"
,"2889768","DDD","3D Systems Corp",1821888,$6103324.8,0.01817,"Machinery","US","Common Stock"
,"2100362","BCRX","BioCryst Pharmaceuticals Inc",1471854,$6078757.02,0.0181,"Biotechnology","US","Common Stock"
,"BK6S6J8","FCEL","FuelCell Energy Inc",6493355,$6024534.77,0.01794,"Electrical Equipment","US","Common Stock"
,"BNXH3T8","INST","Instructure Holdings Inc",312549,$5979062.37,0.0178,"Software","US","Common Stock"
,"BDCBXH9","CWH","Camping World Holdings Inc",291127,$5901144.29,0.01757,"Specialty Retail","US","Common Stock"
,"BRTLBY3","LBRDA","Liberty Broadband Corp",117509,$5890726.17,0.01754,"Media","US","Common Stock"
,"BLR8XV5","MAX","MediaAlpha Inc",289586,$5864116.5,0.01746,"Interactive Media & Services","US","Common Stock"
,"BNG96D6","LAZR","Luminar Technologies Inc",3943411,$5796814.17,0.01726,"Automobile Components","US","Common Stock"
,"BPCHD26","SMRT","SmartRent Inc",2481876,$5757952.32,0.01714,"Electronic Equipment, Instruments & Components","US","Common Stock"
,"BQLSDL6","SVV","Savers Value Village Inc",345988,$5715721.76,0.01702,"Broadline Retail","US","Common Stock"
,"BMBR683","NABL","N-able Inc/US",460462,$5645264.12,0.01681,"Software","US","Common Stock"
,"BMV7CG3","MLNK","MeridianLink Inc",338041,$5638523.88,0.01679,"Software","US","Common Stock"
,"BN6R7F9","RSI","Rush Street Interactive Inc",874942,$5590879.38,0.01665,"Hotels, Restaurants & Leisure","US","Common Stock"
,"BNKGXX2","VERV","Verve Therapeutics Inc",924261,$5554808.61,0.01654,"Biotechnology","US","Common Stock"
,"BDZT9Y9","RCUS","Arcus Biosciences Inc",357088,$5438450.24,0.01619,"Biotechnology","US","Common Stock"
,"BKF9D68","AMK","AssetMark Financial Holdings Inc",160220,$5417038.2,0.01613,"Capital Markets","US","Common Stock"
,"BY2ZKK0","CYRX","CryoPort Inc",334267,$5411782.73,0.01611,"Life Sciences Tools & Services","US","Common Stock"
,"BNKT9M2","CLB","Core Laboratories Inc",336727,$5320286.6,0.01584,"Energy Equipment & Services","US","Common Stock"
,"BMDCDP2","BIGC","BigCommerce Holdings Inc",933517,$5283706.22,0.01573,"IT Services","US","Common Stock"
,"BMFPJH3","SEMR","SEMrush Holdings Inc",430602,$5270568.48,0.01569,"Software","US","Common Stock"
,"2200552","BJRI","BJ's Restaurants Inc",158628,$5169686.52,0.01539,"Hotels, Restaurants & Leisure","US","Common Stock"
,"BGHVXJ7","SILK","Silk Road Medical Inc",265870,$5168512.8,0.01539,"Health Care Equipment & Supplies","US","Common Stock"
,"BNZD2W0","IBTA","Ibotta Inc",48957,$5006832.39,0.01491,"Media","US","Common Stock"
,"2379281","GRC","Gorman-Rupp Co/The",150656,$4997259.52,0.01488,"Machinery","US","Common Stock"
,"BHHMRR3","AGTI","Agiliti Inc",484518,$4917857.7,0.01464,"Health Care Providers & Services","US","Common Stock"
,"BJ5FZ74","ADPT","Adaptive Biotechnologies Corp",1876663,$4916857.06,0.01464,"Life Sciences Tools & Services","US","Common Stock"
,"BMBM6H7","NKLA","Nikola Corp",7902780,$4904465.27,0.0146,"Machinery","US","Common Stock"
,"BM8JV32","PL","Planet Labs PBC",2872576,$4854653.44,0.01445,"Professional Services","US","Common Stock"
,"BPBJFM7","PRME","Prime Medicine Inc",972845,$4786397.4,0.01425,"Biotechnology","US","Common Stock"
,"BMBP1P9","PAY","Paymentus Holdings Inc",234448,$4785083.68,0.01425,"Financial Services","US","Common Stock"
,"BMGSDK2","DH","Definitive Healthcare Corp",668818,$4641596.92,0.01382,"Health Care Technology","US","Common Stock"
,"BLB56T1","PX","P10 Inc",648953,$4607566.3,0.01372,"Capital Markets","US","Common Stock"
,"BNV08M7","ARHS","Arhaus Inc",363699,$4604429.34,0.01371,"Specialty Retail","US","Common Stock"
,"BMFPWT6","KIND","Nextdoor Holdings Inc",2224823,$4538638.92,0.01351,"Interactive Media & Services","US","Common Stock"
,"BMGH6N3","ZIP","ZipRecruiter Inc",438198,$4504675.44,0.01341,"Interactive Media & Services","US","Common Stock"
,"BKWBFH2","SPCE","Virgin Galactic Holdings Inc",5170289,$4498668.46,0.01339,"Aerospace & Defense","US","Common Stock"
,"BQPF874","SLRN","ACELYRIN Inc",1049261,$4385910.98,0.01306,"Biotechnology","US","Common Stock"
,"BB2C2R1","GOGO","Gogo Inc",462936,$4194200.16,0.01249,"Wireless Telecommunication Services","US","Common Stock"
,"BPW6WD7","PACS","PACS Group Inc",161717,$4038073.49,0.01202,"Health Care Providers & Services","US","Common Stock"
,"2510790","FWRD","Forward Air Corp",180619,$3977230.38,0.01184,"Air Freight & Logistics","US","Common Stock"
,"BN0VNB5","HPK","HighPeak Energy Inc",277202,$3939040.42,0.01173,"Oil, Gas & Consumable Fuels","US","Common Stock"
,"BFMKYK0","ULCC","Frontier Group Holdings Inc",642099,$3878277.96,0.01155,"Passenger Airlines","US","Common Stock"
,"BPG5F19","BOWL","Bowlero Corp",327737,$3850909.75,0.01147,"Hotels, Restaurants & Leisure","US","Common Stock"
,"BMB3JJ3","ACCD","Accolade Inc",500350,$3817670.5,0.01137,"Health Care Providers & Services","US","Common Stock"
,"2202763","CMP","Compass Minerals International Inc",296862,$3695931.9,0.011,"Metals & Mining","US","Common Stock"
,"BLB56Z7","ENFN","Enfusion Inc",380942,$3546570.02,0.01056,"Software","US","Common Stock"
,"2014021","ALX","Alexander's Inc",16521,$3495182.76,0.01041,"Retail REITs","US","REIT"
,"BMHT0H0","STER","Sterling Check Corp",203904,$3085067.52,0.00919,"Professional Services","US","Common Stock"
,"BDRW1L7","ANAB","AnaptysBio Inc",124186,$3022687.24,0.009,"Biotechnology","US","Common Stock"
,"BJ1FDK7","BYND","Beyond Meat Inc",440599,$2987261.22,0.00889,"Food Products","US","Common Stock"
,"BP2RPZ3","HGTY","Hagerty Inc",321072,$2873594.4,0.00856,"Insurance","US","Common Stock"
,"BP3YM74","CDNA","CareDx Inc",369338,$2866062.88,0.00853,"Biotechnology","US","Common Stock"
,"BN44TB2","TASK","TaskUS Inc",249559,$2859946.14,0.00851,"Professional Services","US","Common Stock"
,"BMW4TN9","FUBO","fuboTV Inc",1999104,$2838727.68,0.00845,"Interactive Media & Services","US","Common Stock"
,"BPW6T70","SES","SES AI Corp",1769165,$2795280.7,0.00832,"Electrical Equipment","US","Common Stock"
,"B3ZG8F4","SAVE","Spirit Airlines Inc",786682,$2776987.46,0.00827,"Passenger Airlines","US","Common Stock"
,"BN6MB18","LYEL","Lyell Immunopharma Inc",1267151,$2749717.67,0.00819,"Biotechnology","US","Common Stock"
,"BQ3R1Y0","GETY","Getty Images Holdings Inc",723897,$2663940.96,0.00793,"Interactive Media & Services","US","Common Stock"
,"BS7K7C9","NVRO","Nevro Corp",249104,$2635520.32,0.00785,"Health Care Equipment & Supplies","US","Common Stock"
,"B59DK93","SPWR","SunPower Corp",1260132,$2595871.92,0.00773,"Electrical Equipment","US","Common Stock"
,"BP2Q7L0","EVGO","EVgo Inc",1413974,$2559292.94,0.00762,"Specialty Retail","US","Common Stock"
,"2115902","OPK","OPKO Health Inc",2006531,$2447967.82,0.00729,"Health Care Providers & Services","US","Common Stock"
,"BLD30Q8","EVCM","EverCommerce Inc",270167,$2431503,0.00724,"Software","US","Common Stock"
,"BMDPVF7","CTRI","Centuri Holdings Inc",93526,$2314768.5,0.00689,"Construction & Engineering","US","Common Stock"
,"BF4VWH4","ANGI","Angi Inc",1023456,$2159492.16,0.00643,"Interactive Media & Services","US","Common Stock"
,"BFZNYB7","ALLO","Allogene Therapeutics Inc",725877,$2003420.52,0.00596,"Biotechnology","US","Common Stock"
,"BMNDK09","TBPH","Theravance Biopharma Inc",233590,$1971499.6,0.00587,"Pharmaceuticals","US","Common Stock"
,"BRDV332","NPWR","Net Power Inc",178402,$1944581.8,0.00579,"Electrical Equipment","US","Common Stock"
,"B0J2NS5","IRBT","iRobot Corp",190898,$1634086.88,0.00487,"Household Durables","US","Common Stock"
,"BPCK358","AMLX","Amylyx Pharmaceuticals Inc",828052,$1498774.12,0.00446,"Pharmaceuticals","US","Common Stock"
,"BNKLRT1","INNV","Innovage Holding Corp",290674,$1031892.7,0.00307,"Health Care Providers & Services","US","Common Stock"
,"BZB13V8","SCWX","SecureWorks Corp",106228,$646928.52,0.00193,"Software","US","Common Stock"
,"BSLQK57","RBRK","Rubrik Inc",13887,$444661.74,0.00132,"Software","US","Common Stock"
,"BLDCK32","LOAR","Loar Holdings Inc",3472,$181655.04,0.00054,"Aerospace & Defense","US","Common Stock"
,"2353650","VBK","Vanguard Small-Cap Growth ETF",1,$241.72,0,"null","US","ETP"
,"BPLYVR9","LLYVK","Liberty Media Corp-Liberty Live",0.9972,$37.22,0,"Entertainment","US","Tracking Stk"
,"null","null","OMNIAB INC - 12.5 EARNOUT",45320,$0.45,0,"null","US","Common Stock"
,"null","null","OMNIAB INC - 15 EARNOUT",45320,$0.45,0,"null","US","Common Stock"
,"9020106","null","GCI Liberty Inc ESCROW DUMMY",14603,$0.15,0,"null","US","Common Stock"

Bonds holdings 
 ,SEDOL,Holdings name,Coupon rate,Maturity date,Face amount,Market value*,% of fund*

 holdings 
 ,SEDOL,Holdings name,% of fund*,Market value*,Local currency

Commodities holdings 
 ,SEDOL,Holdings name,% of fund*,Market value*,# of Contracts
Short-term reserves holdings 
 ,SEDOL,Holdings name,Market value*,% of fund*
,"null","SLCMT1142",,12/31/2049$724760908.66,---
,"null","MKTLIQ",,12/31/2999$91985619.62,---
,"null","Synthetic Cash - BCIT USD",,---$11010000,---
,"null","Synthetic Cash - CMS USD",,---$1960000,---
,"null","Synthetic Cash - BBAM USD",,---$1070000,---
,"null","Synthetic Cash - ZVGI USD",,---$1051000,---
,"null","Synthetic Cash - QMS USD",,---$-445864.43,---

---
"* Percentages may not add up to 100%. SEC regulations allow us to withhold a certain amount of holdings as proprietary information."
